3378614589	5
2865679427	2
63524061	2
2574267014	2
224252173	2
3692158217	2
1651770265	1
2309509747	5
2951281068	2
3244949806	5
512276319	2
3199654396	5
292005138	2
2995344139	2
3145976002	6
3184592250	2
3396939995	2
3160025664	4
2482090896	2
1035280226	2
3889616472	6
17621767	1
3483877814	5
3241481532	2
250972909	2
3243073841	2
2741930067	2
463256144	4
3709252467	5
260800657	2
2157063013	5
703335756	4
29488860	2
1927273747	2
392501209	0
21336054	1
90880405	2
181572101	1
2758991280	2
935717924	5
3013038044	2
375437372	2
843730418	2
