"crowdflower_id","channel","trust","contributor_id","class","ground_truth_class","comment","account_type","dataset","twitter_user_id","twitter_screen_name"
"911068447","neodev","0.8800","27790533","genuine","genuine",,"genuine accounts","genuine accounts","17332562","krazywane"
"911068447","clixsense","0.8400","30381282","genuine","genuine",,"genuine accounts","genuine accounts","17332562","krazywane"
"911068447","neodev","1.0000","33999110","genuine","genuine",,"genuine accounts","genuine accounts","17332562","krazywane"
"911068448","neodev","0.8800","20045399","genuine","genuine",,"genuine accounts","genuine accounts","17372254","shchen"
"911068448","neodev","0.8000","33155316","genuine","genuine",,"genuine accounts","genuine accounts","17372254","shchen"
"911068448","elite","1.0000","36339732","genuine","genuine",,"genuine accounts","genuine accounts","17372254","shchen"
"911068449","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","17520304","ICTBiz_BRoy"
"911068449","neodev","0.9200","11066121","genuine","genuine",,"genuine accounts","genuine accounts","17520304","ICTBiz_BRoy"
"911068449","neodev","0.9200","28375885","genuine","genuine",,"genuine accounts","genuine accounts","17520304","ICTBiz_BRoy"
"911068450","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","17557537","jmollins"
"911068450","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","17557537","jmollins"
"911068450","elite","1.0000","36347557","genuine","genuine",,"genuine accounts","genuine accounts","17557537","jmollins"
"911068451","neodev","0.9200","11066121","genuine","genuine",,"genuine accounts","genuine accounts","17608721","marf_14"
"911068451","neodev","0.8400","18876659","spambot","genuine",,"genuine accounts","genuine accounts","17608721","marf_14"
"911068451","neodev","0.9200","28375885","genuine","genuine",,"genuine accounts","genuine accounts","17608721","marf_14"
"911068452","neodev","0.9200","11066121","genuine","genuine",,"genuine accounts","genuine accounts","17671779","meenabhatia"
"911068452","neodev","0.8400","18876659","spambot","genuine",,"genuine accounts","genuine accounts","17671779","meenabhatia"
"911068452","clixsense","0.8750","35346065","genuine","genuine",,"genuine accounts","genuine accounts","17671779","meenabhatia"
"911068453","clixsense","0.9000","31001914","genuine","genuine",,"genuine accounts","genuine accounts","17718315","mhcampacbs"
"911068453","neodev","0.8800","35002805","genuine","genuine",,"genuine accounts","genuine accounts","17718315","mhcampacbs"
"911068453","elite","1.0000","36347557","genuine","genuine",,"genuine accounts","genuine accounts","17718315","mhcampacbs"
"911068454","clixsense","1.0000","30260697","genuine","genuine",,"genuine accounts","genuine accounts","17748368","ska_todd"
"911068454","clixsense","0.8750","35346065","genuine","genuine",,"genuine accounts","genuine accounts","17748368","ska_todd"
"911068454","clixsense","0.9200","35604272","genuine","genuine",,"genuine accounts","genuine accounts","17748368","ska_todd"
"911068455","neodev","0.8800","20045399","genuine","genuine",,"genuine accounts","genuine accounts","17801629","BoloBoffin"
"911068455","neodev","0.9200","28375885","genuine","genuine",,"genuine accounts","genuine accounts","17801629","BoloBoffin"
"911068455","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","17801629","BoloBoffin"
"911068456","clixsense","0.8000","19629221","genuine","genuine",,"genuine accounts","genuine accounts","17889654","ShannonCurtis"
"911068456","clixsense","0.8400","30381282","genuine","genuine",,"genuine accounts","genuine accounts","17889654","ShannonCurtis"
"911068456","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","17889654","ShannonCurtis"
"911068457","clixsense","1.0000","30260697","genuine","genuine",,"genuine accounts","genuine accounts","17949945","megsapatsfan12"
"911068457","clixsense","0.8750","35346065","genuine","genuine",,"genuine accounts","genuine accounts","17949945","megsapatsfan12"
"911068457","indivillagetest","1.0000","35598762","genuine","genuine",,"genuine accounts","genuine accounts","17949945","megsapatsfan12"
"911068458","neodev","0.8800","11057995","spambot","spambot",,"social spambots","social spambots #3","18013384","DoggieCakes"
"911068458","neodev","0.9200","11066121","spambot","spambot",,"social spambots","social spambots #3","18013384","DoggieCakes"
"911068458","clixsense","0.8750","35346065","genuine","spambot",,"social spambots","social spambots #3","18013384","DoggieCakes"
"911068459","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","18046941","SimonLong_"
"911068459","neodev","0.9200","11066121","spambot","genuine",,"genuine accounts","genuine accounts","18046941","SimonLong_"
"911068459","neodev","0.9200","28375885","genuine","genuine",,"genuine accounts","genuine accounts","18046941","SimonLong_"
"911068460","neodev","0.8800","20045399","genuine","genuine",,"genuine accounts","genuine accounts","18273041","caitlenthecat"
"911068460","neodev","0.8000","33155316","genuine","genuine",,"genuine accounts","genuine accounts","18273041","caitlenthecat"
"911068460","elite","1.0000","36339732","genuine","genuine",,"genuine accounts","genuine accounts","18273041","caitlenthecat"
"911068461","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","18378944","christinanelson"
"911068461","neodev","0.8400","18876659","genuine","genuine",,"genuine accounts","genuine accounts","18378944","christinanelson"
"911068461","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","18378944","christinanelson"
"911068462","neodev","0.8800","27790533","genuine","genuine",,"genuine accounts","genuine accounts","18441380","TreeBeerd"
"911068462","clixsense","0.8400","30381282","genuine","genuine",,"genuine accounts","genuine accounts","18441380","TreeBeerd"
"911068462","neodev","1.0000","33999110","spambot","genuine",,"genuine accounts","genuine accounts","18441380","TreeBeerd"
"911068463","clixsense","0.8400","30381282","genuine","genuine",,"genuine accounts","genuine accounts","18463828","MaximVos"
"911068463","clixsense","0.8500","32568930","genuine","genuine",,"genuine accounts","genuine accounts","18463828","MaximVos"
"911068463","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","18463828","MaximVos"
"911068464","neodev","0.8800","27790533","genuine","genuine",,"genuine accounts","genuine accounts","18510639","Jersey_kayak"
"911068464","clixsense","0.8400","30381282","genuine","genuine",,"genuine accounts","genuine accounts","18510639","Jersey_kayak"
"911068464","neodev","1.0000","33999110","genuine","genuine",,"genuine accounts","genuine accounts","18510639","Jersey_kayak"
"911068465","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","18917949","lilalahood"
"911068465","elite","0.8750","31410280","genuine","genuine",,"genuine accounts","genuine accounts","18917949","lilalahood"
"911068465","neodev","0.8000","33155316","genuine","genuine",,"genuine accounts","genuine accounts","18917949","lilalahood"
"911068466","neodev","0.9200","11066121","genuine","genuine",,"genuine accounts","genuine accounts","18989002","CBS6Albany"
"911068466","neodev","0.8800","20045399","genuine","genuine",,"genuine accounts","genuine accounts","18989002","CBS6Albany"
"911068466","elite","1.0000","36347557","genuine","genuine",,"genuine accounts","genuine accounts","18989002","CBS6Albany"
"911068467","neodev","0.8800","11057995","genuine","genuine",,"genuine accounts","genuine accounts","19254862","drinkingupnyc"
"911068467","clixsense","0.8000","34818655","genuine","genuine",,"genuine accounts","genuine accounts","19254862","drinkingupnyc"
"911068467","elite","1.0000","36347557","genuine","genuine",,"genuine accounts","genuine accounts","19254862","drinkingupnyc"
"911068468","clixsense","0.9200","27248043","genuine","genuine",,"genuine accounts","genuine accounts","19300510","CarlosZenteno"
"911068468","clixsense","0.9048","32840614","genuine","genuine",,"genuine accounts","genuine accounts","19300510","CarlosZenteno"
"911068468","gifthunterclub","0.9375","34651510","genuine","genuine",,"genuine accounts","genuine accounts","19300510","CarlosZenteno"
"911068469","neodev","0.9200","28375885","genuine","genuine",,"genuine accounts","genuine accounts","19368233","FionnJordan"
"911068469","elite","0.8800","32253860","genuine","genuine",,"genuine accounts","genuine accounts","19368233","FionnJordan"
"911068469","prodege","0.8000","36448777","genuine","genuine",,"genuine accounts","genuine accounts","19368233","FionnJordan"
"911068470","clixsense","0.8125","30270750","spambot","genuine",,"genuine accounts","genuine accounts","19406030","Owaizoo"
"911068470","clixsense","0.9200","33088110","genuine","genuine",,"genuine accounts","genuine accounts","19406030","Owaizoo"
"911068470","neodev","0.9375","36711397","genuine","genuine",,"genuine accounts","genuine accounts","19406030","Owaizoo"
"911068471","elite","0.8800","27696094","genuine","genuine",,"genuine accounts","genuine accounts","19759124","Styla73"
"911068471","neodev","0.8400","32029584","genuine","genuine",,"genuine accounts","genuine accounts","19759124","Styla73"
"911068471","neodev","0.9200","33699696","genuine","genuine",,"genuine accounts","genuine accounts","19759124","Styla73"
"911068472","elite","0.9200","33061375","genuine","genuine",,"genuine accounts","genuine accounts","19849696","Blazedd"
"911068472","elite","0.9600","34327306","genuine","genuine",,"genuine accounts","genuine accounts","19849696","Blazedd"
"911068472","clixsense","1.0000","36401912","genuine","genuine",,"genuine accounts","genuine accounts","19849696","Blazedd"
"911068473","clixsense","0.7600","25368258","genuine","genuine",,"genuine accounts","genuine accounts","20139449","paulgailey"
"911068473","neodev","0.7273","28333322","genuine","genuine",,"genuine accounts","genuine accounts","20139449","paulgailey"
"911068473","elite","0.9200","33056876","genuine","genuine",,"genuine accounts","genuine accounts","20139449","paulgailey"
"911068474","clixsense","0.9231","21172444","genuine","genuine",,"genuine accounts","genuine accounts","20219315","lauardelean"
"911068474","indivillagetest","0.9048","33573033","spambot","genuine",,"genuine accounts","genuine accounts","20219315","lauardelean"
"911068474","neodev","0.8000","35831943","genuine","genuine",,"genuine accounts","genuine accounts","20219315","lauardelean"
"911068475","elite","0.9200","33102233","genuine","genuine",,"genuine accounts","genuine accounts","20455924","bertiliemberg"
"911068475","gifthunterclub","0.9375","34651510","genuine","genuine",,"genuine accounts","genuine accounts","20455924","bertiliemberg"
"911068475","neodev","0.8462","35645681","genuine","genuine",,"genuine accounts","genuine accounts","20455924","bertiliemberg"
"911068476","clixsense","0.8800","30063176","spambot","genuine",,"genuine accounts","genuine accounts","20773759","rainborn8228"
"911068476","elite","0.8400","31641410","genuine","genuine",,"genuine accounts","genuine accounts","20773759","rainborn8228"
"911068476","indivillagetest","0.9500","34550698","spambot","genuine",,"genuine accounts","genuine accounts","20773759","rainborn8228"
"911068477","instagc","0.9600","21269635","genuine","genuine",,"genuine accounts","genuine accounts","20849470","yashrajbhalerao"
"911068477","elite","0.9200","33056876","genuine","genuine",,"genuine accounts","genuine accounts","20849470","yashrajbhalerao"
"911068477","neodev","0.9565","36607939","genuine","genuine",,"genuine accounts","genuine accounts","20849470","yashrajbhalerao"
"911068478","elite","0.9600","30871416","genuine","genuine",,"genuine accounts","genuine accounts","21281949","Maggiemelba"
"911068478","elite","0.9200","32068606","genuine","genuine",,"genuine accounts","genuine accounts","21281949","Maggiemelba"
